,Регион отбытия,Регион прибытия,Год,Всего мигрантов в возрасте 14 лет и более,Военно-служащие,Руководители,"Специалисты высшего уровня квалификации, всего",Специалисты ВУК в области науки и техники,Специалисты ВУК в области здраво-охранения,Специалисты ВУК в области образования,Специалисты ВУК в сфере бизнеса и администрирования,Специалисты ВУК по инфор-мационно-коммуникационным технологиям (ИКТ),"Специалисты ВУК в области права, гуманитарных областей и культуры",Специалисты среднего уровня квалификации всего,В области науки и техники,Средний медицинский персонал здравоохранения,Специалисты (ср.квал) по экономической и административной деятельности,"Специалитсы (ср. квал) в области правовой, социальной работы, культуры, спорта и родственных занятий",Специалитсы (ср. квал) в области информационно-коммуникационным технологиям (ИКТ),"Служащие, занятые подготовкой и оформлением документации, учетом и обслуживанием, всего",Служащие общего профиля и обслуживающие офисную технику,Служащие сферы обслуживания населения,Служащие в сфере обработки числовой информации и учета материальных ценностей,"Работники сферы обслуживания и торговли, охраны граждан и собственности","Квалифицированные работники сельского и лесного хозяйства, рыбоводства и рыболовства","Квалифицированные рабочие промышленности, строительства, транспорта и рабочие родственных занятий","Операторы производственных установок и машин, сборщики и водители",Неквалифицированные рабочие,Не указано
1147,Амурская область,Рязанская область,2019,23,1,0,6,0,1,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,2,1,0,0,6
1148,Магаданская область,Рязанская область,2019,51,3,0,8,0,2,0,1,1,2,7,0,0,1,1,0,4,0,2,0,0,0,3,1,0,24
1149,Сахалинская область,Рязанская область,2019,39,2,1,5,1,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,12
1150,Еврейская автономная область,Рязанская область,2019,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
1151,Чукотский авт.округ,Рязанская область,2019,13,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1152,Российская Федерация,Смоленская область,2019,22442,534,231,1623,120,173,274,167,79,127,1738,118,198,134,101,55,685,55,314,19,755,86,575,126,433,7221
1153,Центральный федеральный округ,Смоленская область,2019,18593,351,200,1336,93,140,232,147,64,106,1482,99,173,117,89,43,577,45,268,16,651,71,495,106,369,5953
1154,Белгородская область,Смоленская область,2019,73,16,0,4,0,0,2,0,0,1,9,0,1,1,0,0,1,0,1,0,0,1,0,0,2,23
1155,Брянская область,Смоленская область,2019,548,21,0,30,0,13,7,3,1,0,30,1,2,3,3,0,8,1,2,0,10,1,4,0,7,311
1156,Владимирская область,Смоленская область,2019,65,3,1,1,0,0,0,1,0,0,3,0,1,0,0,0,3,0,2,0,4,0,1,0,3,17
1157,Воронежская область,Смоленская область,2019,157,35,1,7,1,0,1,1,0,0,7,0,1,0,0,0,4,1,1,0,3,1,2,1,2,46
1158,Ивановская область,Смоленская область,2019,52,1,0,7,1,0,1,0,0,0,4,1,1,0,0,0,1,0,1,0,0,0,1,2,0,16
1159,Калужская область,Смоленская область,2019,322,10,3,20,3,5,2,2,2,1,10,0,0,1,0,1,8,0,3,0,11,1,9,0,10,154
1160,Костромская область,Смоленская область,2019,32,6,0,4,1,0,1,1,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7
1161,Курская область,Смоленская область,2019,60,4,0,8,2,1,0,0,0,2,5,0,2,0,0,0,2,0,1,0,2,0,0,0,1,17
1162,Липецкая область,Смоленская область,2019,41,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,4,0,0,17
1163,Московская область,Смоленская область,2019,1677,33,8,80,5,4,13,10,2,4,89,6,11,6,0,3,38,5,14,3,29,0,18,9,18,367
1164,Орловская область,Смоленская область,2019,49,1,1,4,0,1,0,0,1,0,6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,20
1165,Рязанская область,Смоленская область,2019,63,3,0,3,0,1,1,0,0,1,5,0,0,0,2,0,1,0,1,0,2,0,1,0,2,26
1166,Смоленская область,Смоленская область,2019,12644,181,165,1052,70,104,184,116,53,88,1205,83,144,96,74,36,469,31,224,13,539,65,428,92,300,4426
1167,Тамбовская область,Смоленская область,2019,49,3,1,4,0,0,2,0,0,1,3,1,0,1,1,0,2,0,2,0,0,0,2,0,0,14
1168,Тверская область,Смоленская область,2019,223,12,1,18,1,2,4,2,1,3,10,0,0,0,1,0,3,0,2,0,10,0,1,0,7,102
1169,Тульская область,Смоленская область,2019,106,1,1,8,1,2,0,1,0,1,10,1,0,0,1,1,5,1,1,0,2,0,1,0,1,38
1170,Ярославская область,Смоленская область,2019,59,2,1,3,0,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,12
1171,г.Москва,Смоленская область,2019,2373,14,17,83,8,7,13,10,4,3,74,5,7,9,7,1,29,6,10,0,36,2,22,1,15,340
1172,Северо-Западный федеральный округ,Смоленская область,2019,1721,54,11,99,7,13,12,7,7,9,79,10,6,5,2,4,30,3,12,1,33,4,26,10,18,514
1173,Республика Карелия,Смоленская область,2019,37,4,0,3,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,1,13
1174,Республика Коми,Смоленская область,2019,112,2,0,11,1,2,1,1,1,1,8,0,0,0,1,2,10,0,6,0,5,0,1,1,2,54
1175,Архангельская область,Смоленская область,2019,75,2,1,12,1,0,2,1,0,1,2,0,0,0,0,0,2,0,1,0,3,0,1,0,3,30
1176,Hенецкий авт.округ,Смоленская область,2019,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Архангельская область без Ненецкого АО,Смоленская область,2019,73,2,1,11,1,0,1,1,0,1,2,0,0,0,0,0,2,0,1,0,3,0,1,0,3,30
1178,Вологодская область,Смоленская область,2019,33,4,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,1,0,0,1,1,1,0,11
1179,Калининградская область,Смоленская область,2019,206,3,0,12,0,6,2,0,1,1,3,2,1,0,0,0,1,0,1,0,4,0,3,3,0,113
1180,Ленинградская область,Смоленская область,2019,189,7,3,9,0,1,2,1,1,0,8,0,0,0,0,1,1,0,0,0,3,0,2,1,2,34
1181,Мурманская область,Смоленская область,2019,199,8,0,18,1,3,1,2,1,1,23,2,4,1,0,1,5,2,1,0,5,1,4,2,3,73
1182,Новгородская область,Смоленская область,2019,17,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6
1183,Псковская область,Смоленская область,2019,195,10,3,8,1,0,1,1,0,0,12,1,1,1,1,0,3,1,0,0,4,1,4,1,5,94
1184,г.Санкт-Петербург,Смоленская область,2019,658,13,4,24,2,1,2,1,1,5,17,3,0,3,0,0,3,0,2,0,7,1,9,1,2,86
1185,Южный федеральный округ,Смоленская область,2019,561,26,5,52,3,5,9,5,4,4,39,4,3,2,1,2,19,0,9,0,13,4,14,3,10,152
1186,Республика Адыгея,Смоленская область,2019,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1187,Республика Калмыкия,Смоленская область,2019,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1188,Республика Крым,Смоленская область,2019,64,6,0,14,2,1,1,0,3,2,5,1,1,0,0,0,1,0,1,0,1,0,2,0,0,18
1189,Краснодарский край,Смоленская область,2019,273,14,2,18,1,2,3,2,0,2,12,2,1,0,0,1,10,0,5,0,3,3,5,0,6,68
1190,Астраханская область,Смоленская область,2019,24,0,0,3,0,0,1,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,2,2,11
1191,Волгоградская область,Смоленская область,2019,62,3,2,4,0,2,0,0,0,0,10,1,0,1,0,1,0,0,0,0,3,0,5,1,0,19
1192,Ростовская область,Смоленская область,2019,101,3,0,11,0,0,4,2,1,0,10,0,1,0,1,0,6,0,3,0,5,1,1,0,1,33
1193,г.Севастополь,Смоленская область,2019,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1194,Северо-Кавказский федеральный округ,Смоленская область,2019,185,21,1,12,1,1,3,0,0,1,20,1,0,0,1,0,10,1,6,0,3,0,2,1,5,77
1195,Республика Дагестан,Смоленская область,2019,63,10,0,4,1,0,1,0,0,1,8,0,0,0,1,0,5,1,3,0,0,0,2,0,2,31
1196,Республика Ингушетия,Смоленская область,2019,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1197,Кабардино-Балкарская Республика,Смоленская область,2019,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
1198,Карачаево-Черкесская Республика,Смоленская область,2019,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1199,Республика Северная Осетия- Алания,Смоленская область,2019,23,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1200,Чеченская Республика,Смоленская область,2019,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,1,0,6
1201,Ставропольский край,Смоленская область,2019,62,3,1,2,0,1,1,0,0,0,4,1,0,0,0,0,3,0,2,0,0,0,0,0,2,26
1202,Приволжский федеральный округ,Смоленская область,2019,548,44,1,60,9,10,10,4,2,4,47,1,5,6,3,2,23,3,8,2,22,3,11,0,12,171
1203,Республика Башкортостан,Смоленская область,2019,43,1,0,3,1,0,1,0,0,0,4,0,0,0,0,0,3,0,1,0,2,1,0,0,2,13
1204,Республика Марий Эл,Смоленская область,2019,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1205,Республика Мордовия,Смоленская область,2019,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6
1206,Республика Татарстан(Татарстан),Смоленская область,2019,29,1,0,3,0,0,1,0,0,0,3,0,0,0,1,0,1,1,0,0,2,1,1,0,0,11
1207,Удмуртская Республика,Смоленская область,2019,19,2,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1208,Чувашская Республика(Чувашия),Смоленская область,2019,29,4,0,1,0,0,1,0,0,0,5,0,0,2,1,0,2,0,1,0,2,0,1,0,1,8
1209,Пермский край,Смоленская область,2019,54,1,1,4,0,1,1,0,0,0,4,0,2,0,0,0,3,0,2,0,3,0,1,0,0,26
1210,Кировская область,Смоленская область,2019,37,3,0,2,0,1,0,0,1,0,4,0,1,2,0,0,1,1,0,0,0,0,1,0,1,15
1211,Hижегородская область,Смоленская область,2019,71,5,0,9,2,2,1,0,0,1,7,0,0,0,0,0,2,0,0,0,3,0,1,0,2,11
1212,Оренбургская область,Смоленская область,2019,41,4,0,6,0,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,2,0,3,0,1,13
1213,Пензенская область,Смоленская область,2019,29,4,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,8
1214,Самарская область,Смоленская область,2019,63,9,0,4,0,0,3,0,0,0,4,0,1,0,1,0,4,0,3,1,2,0,0,0,1,23
1215,Саратовская область,Смоленская область,2019,90,6,0,18,5,3,1,0,0,3,9,1,1,2,0,2,3,1,0,1,2,0,2,0,2,22
1216,Ульяновская область,Смоленская область,2019,24,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,7
1217,Уральский федеральный округ,Смоленская область,2019,310,17,2,25,3,3,2,1,2,2,29,3,4,1,1,2,9,1,3,0,10,1,12,4,6,130
1218,Курганская область,Смоленская область,2019,11,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1219,Свердловская область,Смоленская область,2019,78,5,0,8,1,3,1,0,0,0,9,2,2,0,1,0,0,0,0,0,2,0,2,2,2,34
1220,Тюменская область,Смоленская область,2019,146,2,2,12,2,0,1,1,2,1,15,1,1,1,0,1,6,1,1,0,8,1,7,1,2,54
1221,Ханты-Мансийский автономный округ,Смоленская область,2019,76,1,1,5,1,0,0,0,2,0,9,1,1,1,0,1,4,0,0,0,5,0,4,1,2,29
1222,Ямало-Hенецкий автономный округ,Смоленская область,2019,46,0,1,6,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,15
1223,Тюменская область без авт. округов,Смоленская область,2019,24,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,0,10
1224,Челябинская область,Смоленская область,2019,75,10,0,4,0,0,0,0,0,0,4,0,1,0,0,1,3,0,2,0,0,0,3,1,2,35
1225,Сибирский федеральный округ,Смоленская область,2019,292,12,8,26,3,1,4,2,0,1,26,0,5,3,4,1,6,0,3,0,11,1,9,1,11,144
1226,Республика Алтай,Смоленская область,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Республика Тыва,Смоленская область,2019,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,Республика Хакасия,Смоленская область,2019,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
1229,Алтайский край,Смоленская область,2019,35,4,0,4,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,3,1,0,0,3,14
1230,Красноярский край,Смоленская область,2019,87,2,2,3,0,1,1,0,0,0,8,0,1,1,1,0,1,0,0,0,3,0,2,0,0,54
1231,Иркутская область,Смоленская область,2019,55,2,2,9,3,0,1,1,0,0,7,0,3,0,2,1,3,0,3,0,4,0,1,1,0,25
1232,Кемеровская область,Смоленская область,2019,32,2,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,15
1233,Новосибирская область,Смоленская область,2019,21,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,10
1234,Омская область,Смоленская область,2019,36,1,2,3,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,1,16
1235,Томская область,Смоленская область,2019,15,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
1236,Дальневосточный федеральный округ,Смоленская область,2019,232,9,3,13,1,0,2,1,0,0,16,0,2,0,0,1,11,2,5,0,12,2,6,1,2,80
1237,Республика Бурятия,Смоленская область,2019,20,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,5
1238,Республика Саха (Якутия),Смоленская область,2019,22,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,2,0,2,0,1,0,1,0,0,9
1239,Забайкальский край,Смоленская область,2019,19,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11
1240,Камчатский край,Смоленская область,2019,18,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9
1241,Приморский край,Смоленская область,2019,35,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,12
1242,Хабаровский край,Смоленская область,2019,29,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,1,1,0,0,10
1243,Амурская область,Смоленская область,2019,15,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3
1244,Магаданская область,Смоленская область,2019,22,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,2,1,1,6
1245,Сахалинская область,Смоленская область,2019,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
1246,Еврейская автономная область,Смоленская область,2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1247,Чукотский авт.округ,Смоленская область,2019,30,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8
1248,Российская Федерация,Тамбовская область,2019,21595,332,165,1205,32,151,323,96,44,55,1613,27,133,107,93,58,434,24,203,13,670,238,688,65,334,7560
1249,Центральный федеральный округ,Тамбовская область,2019,18229,235,138,1039,27,130,272,82,33,51,1363,22,112,93,79,50,382,20,187,11,592,214,574,58,267,6255
1250,Белгородская область,Тамбовская область,2019,82,1,0,7,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,4,1,1,1,2,24
1251,Брянская область,Тамбовская область,2019,35,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,15
1252,Владимирская область,Тамбовская область,2019,52,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,1,1,13
1253,Воронежская область,Тамбовская область,2019,625,24,4,24,0,0,9,1,0,1,24,0,0,0,0,1,8,0,4,0,11,3,5,1,4,172
1254,Ивановская область,Тамбовская область,2019,32,4,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,12
1255,Калужская область,Тамбовская область,2019,66,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,1,1,0,18
1256,Костромская область,Тамбовская область,2019,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1257,Курская область,Тамбовская область,2019,52,7,1,3,0,1,1,0,0,0,6,0,1,0,0,0,2,0,1,0,0,0,3,0,0,15
1258,Липецкая область,Тамбовская область,2019,327,7,4,20,0,6,3,3,0,1,14,0,2,1,0,0,2,0,1,0,10,6,10,2,5,134
1259,Московская область,Тамбовская область,2019,1911,22,12,61,2,7,16,8,2,0,87,1,8,3,15,3,18,2,9,1,32,3,39,4,24,338
1260,Орловская область,Тамбовская область,2019,39,4,0,5,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
1261,Рязанская область,Тамбовская область,2019,334,5,1,9,0,2,3,0,1,0,12,0,3,1,2,0,2,0,0,0,2,4,5,0,2,76
1262,Смоленская область,Тамбовская область,2019,32,3,1,2,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,3,0,1,13
1263,Тамбовская область,Тамбовская область,2019,11695,139,101,846,23,100,219,62,27,46,1118,17,94,76,55,42,320,16,162,10,478,194,475,44,214,4824
1264,Тверская область,Тамбовская область,2019,65,3,2,2,0,0,0,1,0,0,7,0,0,1,0,0,2,0,1,0,1,1,2,0,1,27
1265,Тульская область,Тамбовская область,2019,100,0,0,3,0,0,0,0,0,0,8,0,0,1,1,0,5,0,2,0,2,1,3,0,2,26
1266,Ярославская область,Тамбовская область,2019,33,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,11
1267,г.Москва,Тамбовская область,2019,2729,13,11,48,2,11,14,4,2,2,72,4,4,9,4,4,19,2,6,0,37,1,22,4,9,510
1268,Северо-Западный федеральный округ,Тамбовская область,2019,967,21,6,40,1,4,11,4,3,1,51,3,5,0,3,2,14,1,5,0,10,4,34,1,20,282
1269,Республика Карелия,Тамбовская область,2019,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6
1270,Республика Коми,Тамбовская область,2019,65,0,0,2,0,0,1,0,0,0,8,0,2,0,0,0,1,0,0,0,1,0,11,0,0,34
1271,Архангельская область,Тамбовская область,2019,61,0,0,3,0,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,6,0,2,31
1272,Hенецкий авт.округ,Тамбовская область,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Архангельская область без Ненецкого АО,Тамбовская область,2019,61,0,0,3,0,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,6,0,2,31
1274,Вологодская область,Тамбовская область,2019,18,0,0,2,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4
1275,Калининградская область,Тамбовская область,2019,48,2,2,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20
1276,Ленинградская область,Тамбовская область,2019,108,5,0,5,0,0,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,19
1277,Мурманская область,Тамбовская область,2019,210,6,1,15,0,2,5,0,1,0,18,0,1,0,2,1,2,0,1,0,6,1,7,1,7,100
1278,Новгородская область,Тамбовская область,2019,18,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
1279,Псковская область,Тамбовская область,2019,47,2,0,1,0,0,0,0,0,0,3,0,1,0,1,0,2,0,1,0,1,0,1,0,0,6
1280,г.Санкт-Петербург,Тамбовская область,2019,379,6,2,7,1,1,1,1,1,0,11,1,0,0,0,1,4,0,3,0,1,1,7,0,5,56
